120 7140
2 21 83
2 21 84
2 21 85
1 21 86
1 21 87
2 21 88
2 21 89
2 21 90
2 21 91
2 21 92
2 21 93
1 21 94
2 21 95
2 21 96
2 21 97
1 21 98
2 21 99
1 21 100
1 21 101
1 21 102
2 21 103
2 21 104
1 21 105
1 21 106
2 21 107
2 21 108
1 21 109
1 21 110
2 21 111
2 21 112
2 21 113
1 21 114
2 21 115
1 21 116
2 21 117
2 21 118
2 21 119
1 21 120
1 22 23
1 22 24
2 22 25
1 22 26
1 22 27
1 22 28
2 22 29
2 22 30
2 22 31
2 22 32
2 22 33
2 22 34
1 22 35
2 22 36
2 22 37
1 22 38
1 22 39
1 22 40
2 22 41
1 22 42
1 22 43
1 22 44
2 22 45
1 22 46
1 22 47
2 22 48
1 22 49
1 22 50
2 22 51
2 22 52
2 22 53
2 22 54
1 22 55
1 22 56
1 22 57
1 22 58
1 22 59
1 22 60
1 22 61
1 22 62
1 22 63
1 22 64
1 22 65
1 22 66
1 22 67
2 22 68
2 22 69
1 22 70
2 22 71
1 22 72
1 22 73
2 22 74
1 22 75
2 22 76
2 22 77
2 22 78
1 22 79
2 22 80
1 22 81
1 22 82
1 22 83
1 22 84
2 22 85
2 22 86
2 22 87
2 22 88
1 22 89
2 22 90
1 22 91
2 22 92
1 22 93
2 22 94
2 22 95
2 22 96
2 22 97
1 22 98
2 22 99
2 22 100
1 22 101
1 22 102
1 22 103
1 22 104
2 22 105
1 22 106
1 22 107
1 22 108
2 22 109
2 22 110
1 22 111
1 22 112
2 22 113
1 22 114
2 22 116
2 22 117
1 22 118
2 22 120
2 23 24
1 23 25
2 23 26
2 23 27
2 23 28
2 23 29
2 23 30
1 23 31
1 23 32
1 23 33
1 23 34
2 23 35
2 23 36
2 23 37
1 23 38
2 23 39
2 23 40
2 23 41
1 23 42
2 23 43
1 23 44
1 23 45
1 23 46
1 23 47
2 23 48
1 23 49
1 23 50
2 23 51
2 23 52
1 23 53
2 23 54
2 23 55
2 23 56
1 23 57
2 23 58
2 23 59
2 23 60
1 23 61
1 23 62
1 23 63
2 23 64
2 23 65
2 23 66
1 23 67
1 23 68
1 23 69
2 23 70
1 23 71
2 23 72
2 23 73
2 23 74
1 23 76
1 23 77
1 23 78
2 23 79
2 23 80
2 23 81
2 23 82
2 23 83
1 23 84
2 23 85
1 23 86
2 23 87
1 23 88
1 23 89
2 23 90
1 23 91
1 23 92
1 23 93
2 23 94
1 23 95
2 23 96
1 23 97
1 23 98
2 23 99
2 23 100
2 23 101
1 23 102
2 23 103
1 23 104
2 23 105
1 23 106
2 23 107
1 23 108
2 23 109
1 23 110
1 23 111
2 23 112
1 23 113
1 23 114
2 23 115
2 23 116
1 23 117
2 23 118
2 23 119
1 23 120
1 24 25
1 24 26
2 24 27
2 24 28
2 24 29
2 24 30
2 24 31
2 24 32
1 24 33
1 24 34
1 24 35
2 24 36
1 24 37
1 24 38
1 24 40
2 24 41
2 24 42
1 24 43
1 24 44
2 24 45
1 24 46
2 24 47
2 24 48
2 24 49
2 24 50
1 24 51
1 24 52
1 24 53
1 24 54
1 24 55
1 24 56
2 24 57
2 24 58
1 24 60
2 24 61
1 24 62
1 24 63
2 24 64
1 24 65
2 24 66
1 24 67
1 24 68
1 24 69
1 24 70
2 24 71
1 24 72
2 24 73
1 24 74
2 24 75
2 24 76
2 24 77
2 24 78
1 24 79
2 24 80
2 24 81
2 24 82
2 24 83
2 24 84
1 24 85
1 24 86
2 24 87
2 24 88
1 24 89
1 24 90
2 24 91
1 24 92
1 24 93
2 24 94
1 24 95
2 24 96
1 24 97
1 24 98
2 24 99
1 24 100
1 24 101
1 24 102
2 24 103
2 24 104
1 24 105
2 24 106
2 24 107
2 24 108
1 24 109
2 24 110
1 24 111
1 24 112
2 24 113
1 24 114
1 24 115
2 24 116
2 24 117
1 24 118
2 24 119
2 24 120
1 25 26
2 25 27
1 25 28
1 25 29
1 25 30
1 25 31
2 25 32
2 25 33
2 25 34
2 25 35
2 25 36
1 25 37
2 25 38
2 25 39
1 25 40
1 25 41
2 25 42
1 25 43
2 25 44
2 25 45
2 25 46
1 25 47
2 25 48
1 25 49
1 25 50
1 25 51
2 25 52
1 25 53
2 25 54
2 25 55
2 25 56
2 25 57
2 25 58
2 25 59
2 25 60
1 25 61
1 25 62
2 25 63
1 25 64
2 25 65
1 25 66
1 25 67
2 25 68
1 25 69
2 25 70
2 25 71
1 25 72
2 25 73
1 25 74
2 25 75
1 25 76
2 25 77
1 25 78
2 25 79
2 25 80
1 25 81
2 25 82
2 25 83
2 25 84
2 25 85
2 25 86
2 25 87
2 25 88
2 25 89
2 25 90
1 25 91
1 25 92
2 25 93
1 25 94
1 25 95
2 25 96
1 25 97
2 25 98
2 25 99
2 25 100
2 25 101
1 25 102
2 25 103
1 25 104
2 25 105
1 25 106
1 25 107
2 25 108
2 25 109
2 25 110
2 25 111
2 25 112
1 25 113
1 25 114
2 25 115
2 25 116
1 25 117
2 25 118
2 25 119
1 25 120
1 26 27
1 26 28
1 26 29
2 26 30
2 26 31
1 26 32
2 26 33
2 26 34
1 26 35
2 26 36
2 26 37
2 26 38
2 26 39
2 26 40
1 26 41
1 26 42
2 26 43
1 26 44
1 26 45
2 26 46
2 26 47
1 26 48
2 26 50
2 26 51
1 26 52
1 26 54
2 26 55
1 26 56
2 26 57
1 26 58
1 26 59
2 26 60
1 26 61
2 26 62
2 26 63
1 26 64
1 26 65
1 26 66
2 26 67
2 26 68
1 26 69
1 26 70
2 26 71
1 26 72
2 26 73
1 26 74
1 26 75
2 26 76
2 26 77
2 26 78
2 26 79
1 26 80
2 26 81
1 26 82
2 26 83
1 26 84
2 26 85
1 26 86
2 26 87
2 26 88
1 26 89
2 26 90
2 26 91
1 26 92
1 26 93
2 26 94
1 26 95
1 26 96
1 26 97
1 26 98
1 26 99
1 26 100
2 26 101
2 26 102
2 26 103
2 26 104
2 26 105
2 26 106
2 26 107
1 26 108
2 26 109
2 26 110
2 26 111
1 26 112
2 26 113
2 26 114
1 26 115
2 26 116
1 26 117
1 26 118
1 26 119
1 26 120
1 27 28
2 27 29
2 27 30
1 27 31
1 27 32
1 27 33
1 27 34
1 27 35
1 27 36
1 27 37
1 27 38
1 27 39
1 27 40
2 27 41
2 27 42
1 27 43
1 27 44
2 27 45
1 27 46
2 27 47
1 27 48
1 27 49
1 27 50
2 27 51
2 27 52
1 27 53
2 27 54
1 27 55
2 27 56
1 27 57
2 27 58
1 27 59
1 27 60
1 27 61
2 27 62
1 27 63
1 27 64
1 27 67
1 27 68
1 27 69
1 27 70
2 27 71
2 27 72
2 27 73
2 27 74
1 27 75
1 27 76
2 27 77
2 27 78
1 27 79
2 27 80
1 27 81
2 27 82
2 27 83
1 27 84
2 27 85
2 27 86
1 27 87
2 27 88
2 27 89
2 27 90
2 27 91
2 27 92
1 27 93
1 27 94
2 27 95
2 27 96
2 27 97
2 27 98
1 27 99
2 27 100
2 27 101
1 27 102
2 27 103
2 27 104
1 27 105
1 27 106
1 27 107
2 27 108
2 27 109
1 27 110
2 27 111
1 27 112
1 27 113
1 27 114
2 27 115
2 27 116
2 27 117
2 27 118
1 27 119
1 27 120
1 28 29
2 28 30
1 28 31
1 28 32
1 28 33
1 28 34
1 28 35
1 28 36
2 28 37
2 28 38
1 28 39
1 28 40
2 28 41
1 28 42
2 28 43
1 28 44
1 28 45
1 28 46
2 28 47
2 28 48
1 28 49
1 28 50
2 28 51
1 28 52
2 28 53
1 28 54
2 28 55
2 28 56
1 28 57
2 28 58
1 28 59
1 28 60
1 28 61
1 28 62
1 28 63
1 28 64
1 28 65
1 28 66
2 28 67
2 28 68
2 28 69
1 28 70
1 28 71
2 28 72
1 28 73
2 28 74
1 28 75
1 28 76
1 28 77
2 28 78
2 28 79
1 28 80
1 28 83
2 28 84
2 28 85
2 28 86
1 28 87
1 28 88
1 28 89
2 28 90
2 28 91
2 28 92
2 28 93
2 28 94
1 28 95
2 28 96
1 28 97
2 28 98
1 28 99
2 28 100
1 28 101
1 28 102
2 28 103
1 28 104
1 28 105
2 28 106
1 28 107
2 28 108
2 28 109
2 28 110
2 28 111
2 28 112
2 28 113
2 28 114
1 28 115
1 28 116
1 28 117
2 28 118
2 28 119
1 28 120
2 29 30
2 29 31
2 29 32
2 29 33
1 29 34
2 29 35
1 29 36
2 29 38
2 29 39
2 29 40
1 29 41
2 29 42
2 29 43
1 29 45
2 29 46
1 29 47
2 29 48
1 29 49
1 29 50
2 29 51
1 29 52
1 29 53
2 29 54
2 29 55
1 29 56
1 29 57
1 29 58
2 29 59
1 29 60
2 29 61
2 29 62
2 29 63
2 29 64
2 29 65
2 29 66
2 29 67
1 29 68
1 29 69
1 29 70
2 29 71
1 29 72
1 29 73
1 29 74
1 29 75
2 29 76
1 29 77
1 29 78
2 29 79
2 29 80
2 29 81
2 29 82
1 29 83
1 29 84
1 29 85
1 29 86
2 29 87
1 29 88
1 29 89
1 29 90
1 29 91
2 29 92
1 29 93
1 29 94
2 29 95
1 29 96
2 29 97
1 29 98
1 29 99
2 29 100
1 29 101
1 29 102
2 29 103
2 29 104
1 29 105
2 29 106
2 29 107
2 29 108
1 29 109
2 29 110
1 29 111
2 29 112
1 29 113
2 29 114
1 29 115
1 29 116
2 29 117
1 29 118
2 29 119
2 29 120
2 30 31
2 30 32
1 30 33
2 30 34
2 30 35
1 30 36
2 30 37
2 30 38
1 30 39
2 30 40
2 30 41
1 30 42
2 30 43
1 30 44
1 30 45
2 30 46
1 30 47
2 30 48
1 30 49
1 30 50
1 30 51
2 30 52
2 30 53
2 30 54
1 30 55
2 30 56
2 30 57
1 30 58
2 30 59
1 30 60
2 30 61
2 30 62
1 30 63
1 30 64
1 30 65
1 30 66
1 30 68
1 30 69
1 30 70
2 30 71
2 30 72
2 30 73
1 30 74
1 30 75
1 30 76
2 30 77
2 30 78
1 30 79
2 30 80
2 30 81
1 30 82
2 30 83
1 30 84
1 30 85
2 30 86
1 30 87
2 30 88
1 30 89
1 30 90
2 30 91
1 30 92
2 30 93
2 30 94
2 30 95
1 30 96
1 30 97
2 30 98
2 30 99
1 30 100
1 30 101
2 30 102
2 30 103
2 30 104
1 30 105
1 30 106
1 30 107
2 30 109
1 30 110
1 30 111
1 30 112
2 30 113
2 30 114
2 30 115
1 30 116
1 30 117
2 30 118
1 30 119
2 30 120
2 31 32
2 31 33
2 31 34
1 31 35
1 31 36
1 31 37
2 31 38
2 31 39
1 31 40
2 31 41
2 31 42
1 31 43
2 31 44
1 31 45
1 31 46
1 31 47
1 31 48
1 31 49
2 31 50
1 31 51
2 31 52
1 31 53
2 31 54
1 31 55
1 31 56
1 31 57
2 31 58
2 31 59
1 31 60
1 31 61
2 31 62
1 31 63
2 31 64
1 31 65
2 31 66
1 31 67
1 31 68
2 31 69
2 31 70
1 31 71
2 31 72
1 31 73
2 31 74
2 31 75
2 31 76
2 31 77
1 31 78
2 31 79
1 31 80
2 31 81
1 31 82
1 31 83
1 31 84
1 31 85
2 31 86
2 31 87
1 31 88
1 31 89
1 31 90
1 31 91
2 31 92
1 31 93
2 31 94
2 31 95
1 31 96
2 31 97
1 31 98
1 31 99
2 31 101
2 31 102
1 31 103
1 31 104
1 31 105
1 31 106
2 31 107
2 31 108
1 31 109
1 31 110
2 31 111
2 31 112
1 31 113
2 31 114
2 31 115
1 31 116
1 31 117
1 31 118
1 31 119
1 31 120
2 32 34
2 32 35
2 32 36
2 32 37
2 32 38
2 32 39
2 32 40
1 32 41
2 32 42
1 32 43
2 32 44
2 32 45
1 32 46
1 32 47
1 32 48
2 32 49
1 32 50
2 32 51
1 32 52
2 32 53
1 32 54
1 32 55
2 32 56
1 32 57
1 32 58
1 32 59
1 32 60
1 32 61
2 32 62
1 32 63
2 32 64
2 32 65
1 32 66
1 32 67
1 32 68
1 32 69
2 32 70
2 32 71
2 32 72
1 32 73
2 32 74
2 32 75
2 32 76
2 32 77
1 32 78
2 32 79
2 32 80
2 32 81
2 32 82
1 32 83
1 32 84
2 32 85
1 32 86
1 32 87
1 32 88
2 32 89
2 32 90
2 32 92
2 32 93
2 32 94
1 32 95
2 32 96
2 32 97
1 32 98
2 32 99
1 32 100
2 32 101
1 32 102
1 32 103
1 32 104
2 32 105
1 32 106
2 32 107
1 32 108
2 32 109
2 32 110
2 32 111
1 32 112
2 32 113
2 32 114
1 32 115
1 32 116
2 32 117
2 32 118
2 32 119
2 32 120
1 33 34
1 33 35
1 33 36
2 33 37
1 33 38
1 33 39
2 33 40
1 33 41
2 33 42
2 33 43
2 33 44
2 33 45
1 33 46
2 33 47
2 33 48
1 33 49
1 33 50
1 33 51
2 33 52
2 33 53
1 33 54
2 33 55
1 33 56
1 33 57
1 33 58
2 33 59
1 33 60
1 33 61
1 33 62
2 33 63
1 33 64
1 33 65
1 33 66
1 33 67
1 33 68
2 33 69
2 33 70
1 33 71
2 33 72
1 33 73
1 33 74
1 33 75
2 33 77
2 33 78
1 33 79
1 33 80
1 33 81
2 33 82
1 33 83
1 33 84
2 33 85
2 33 86
1 33 87
2 33 88
2 33 89
1 33 90
1 33 91
1 33 92
2 33 93
1 33 94
1 33 95
2 33 96
2 33 97
1 33 98
1 33 99
2 33 100
1 33 101
2 33 102
1 33 103
1 33 104
2 33 105
2 33 106
2 33 107
1 33 108
2 33 109
1 33 110
2 33 111
1 33 112
2 33 113
2 33 114
2 33 115
1 33 116
1 33 117
2 33 118
2 33 119
1 33 120
2 34 35
2 34 36
2 34 37
2 34 39
1 34 40
2 34 41
2 34 42
2 34 43
2 34 44
1 34 45
1 34 46
1 34 47
1 34 48
2 34 49
2 34 50
1 34 51
2 34 52
1 34 53
1 34 54
1 34 55
1 34 56
2 34 57
2 34 58
1 34 59
2 34 61
2 34 62
1 34 63
2 34 64
1 34 65
2 34 66
2 34 67
2 34 68
1 34 69
2 34 70
1 34 71
1 34 72
2 34 73
2 34 74
1 34 75
1 34 76
1 34 77
1 34 78
1 34 79
2 34 80
1 34 81
1 34 82
1 34 83
2 34 84
1 34 85
1 34 86
2 34 87
1 34 88
1 34 89
1 34 90
1 34 91
1 34 92
2 34 93
1 34 94
1 34 95
2 34 96
2 34 97
2 34 98
2 34 99
2 34 100
2 34 101
1 34 102
2 34 103
2 34 104
1 34 105
1 34 106
1 34 107
1 34 108
2 34 109
2 34 110
1 34 111
2 34 112
1 34 113
2 34 114
2 34 115
2 34 116
2 34 117
2 34 118
2 34 119
1 34 120
2 35 36
2 35 37
2 35 38
2 35 39
1 35 40
2 35 41
1 35 42
2 35 43
2 35 44
1 35 45
1 35 46
2 35 47
1 35 48
1 35 49
1 35 50
1 35 51
2 35 52
2 35 53
2 35 54
2 35 55
1 35 56
1 35 57
2 35 58
1 35 59
1 35 60
2 35 61
1 35 62
1 35 63
1 35 64
2 35 65
2 35 66
1 35 67
1 35 68
2 35 69
1 35 70
1 35 71
2 35 72
1 35 73
2 35 74
2 35 75
1 35 76
2 35 77
2 35 78
1 35 79
2 35 80
1 35 81
1 35 82
2 35 83
1 35 84
2 35 85
1 35 86
2 35 87
2 35 88
1 35 89
2 35 90
1 35 91
2 35 92
1 35 93
2 35 94
1 35 95
2 35 96
2 35 97
1 35 98
2 35 99
1 35 100
2 35 101
1 35 102
2 35 103
2 35 104
1 35 105
1 35 106
2 35 107
1 35 108
2 35 109
2 35 110
2 35 111
1 35 112
2 35 114
2 35 115
2 35 116
1 35 117
2 35 118
2 35 119
1 35 120
2 36 37
2 36 38
1 36 39
1 36 40
2 36 41
1 36 42
2 36 43
2 36 44
1 36 45
1 36 46
2 36 47
2 36 48
2 36 49
2 36 50
2 36 51
2 36 52
2 36 53
2 36 54
1 36 55
2 36 56
1 36 57
1 36 58
1 36 59
2 36 60
2 36 61
2 36 62
2 36 63
2 36 64
2 36 65
1 36 66
2 36 67
2 36 68
1 36 69
2 36 70
2 36 71
1 36 72
2 36 73
2 36 74
2 36 75
1 36 76
2 36 77
1 36 78
1 36 79
2 36 80
1 36 81
1 36 82
2 36 83
1 36 84
1 36 85
2 36 86
2 36 87
2 36 88
1 36 89
2 36 90
2 36 91
2 36 92
2 36 94
1 36 95
2 36 96
1 36 97
2 36 98
1 36 99
2 36 100
2 36 101
1 36 103
1 36 104
1 36 105
2 36 106
2 36 107
1 36 108
2 36 109
1 36 110
2 36 111
1 36 112
1 36 113
1 36 114
2 36 115
1 36 116
1 36 117
2 36 118
1 36 119
2 36 120
2 37 38
1 37 39
2 37 40
1 37 41
1 37 42
1 37 44
2 37 45
2 37 46
1 37 47
1 37 48
2 37 49
2 37 50
1 37 51
1 37 52
1 37 53
2 37 54
1 37 55
2 37 56
2 37 57
1 37 58
1 37 59
2 37 60
1 37 61
2 37 62
2 37 63
2 37 64
1 37 65
1 37 66
2 37 67
2 37 68
1 37 69
1 37 70
1 37 71
1 37 72
2 37 73
1 37 74
1 37 75
1 37 76
2 37 77
1 37 78
1 37 79
2 37 80
2 37 81
2 37 82
2 37 83
2 37 84
1 37 85
2 37 86
2 37 87
1 37 88
2 37 89
2 37 90
2 37 91
2 37 92
1 37 93
2 37 94
2 37 95
2 37 96
1 37 97
2 37 98
1 37 99
1 37 100
2 37 101
2 37 102
2 37 103
1 37 104
1 37 105
2 37 106
2 37 107
1 37 108
1 37 109
2 37 110
1 37 111
1 37 112
2 37 113
1 37 114
2 37 115
1 37 116
1 37 117
1 37 118
1 37 119
1 37 120
1 38 39
1 38 40
2 38 41
1 38 42
2 38 43
1 38 44
2 38 45
2 38 46
2 38 47
2 38 48
1 38 49
2 38 50
1 38 51
2 38 52
2 38 53
2 38 54
2 38 55
1 38 56
1 38 57
2 38 58
2 38 59
2 38 60
1 38 61
1 38 62
1 38 63
1 38 64
1 38 65
2 38 66
1 38 67
2 38 68
1 38 69
2 38 70
2 38 71
1 38 72
1 38 73
1 38 74
2 38 75
2 38 76
1 38 77
2 38 78
1 38 79
1 38 80
2 38 81
1 38 82
2 38 83
2 38 84
1 38 85
2 38 86
1 38 87
2 38 88
1 38 89
1 38 90
1 38 91
2 38 92
2 38 93
1 38 94
1 38 95
1 38 96
1 38 97
2 38 98
1 38 99
1 38 100
2 38 101
1 38 102
1 38 103
1 38 104
2 38 105
2 38 106
1 38 107
2 38 108
2 38 109
1 38 110
1 38 111
2 38 112
2 38 113
2 38 114
2 38 115
1 38 116
2 38 117
2 38 118
2 38 119
1 38 120
2 39 40
2 39 41
1 39 42
1 39 43
2 39 44
2 39 45
2 39 46
2 39 47
1 39 48
1 39 49
2 39 50
1 39 51
1 39 52
1 39 53
1 39 54
2 39 55
2 39 56
1 39 57
1 39 58
1 39 59
2 39 60
1 39 61
1 39 62
2 39 63
2 39 64
2 39 65
1 39 66
1 39 67
2 39 68
1 39 69
1 39 70
1 39 71
2 39 72
1 39 73
2 39 74
1 39 75
1 39 76
2 39 77
2 39 78
2 39 79
1 39 80
2 39 81
2 39 82
1 39 83
1 39 84
1 39 85
1 39 86
1 39 87
1 39 88
1 39 89
1 39 90
2 39 91
2 39 92
1 39 93
1 39 95
2 39 96
1 39 97
1 39 98
2 39 99
1 39 100
2 39 101
1 39 102
1 39 103
1 39 104
1 39 105
2 39 106
2 39 107
1 39 108
2 39 109
2 39 110
1 39 111
1 39 112
1 39 113
2 39 114
2 39 115
2 39 116
2 39 117
2 39 118
2 39 119
1 39 120
1 40 41
2 40 42
2 40 43
2 40 44
2 40 45
1 40 46
2 40 47
1 40 48
1 40 49
1 40 50
2 40 51
2 40 52
2 40 53
2 40 54
2 40 55
1 40 56
1 40 57
1 40 58
2 40 59
1 40 60
2 40 62
1 40 63
2 40 64
2 40 65
1 40 66
2 40 67
1 40 68
2 40 69
1 40 70
1 40 71
2 40 72
1 40 73
1 40 74
2 40 75
1 40 76
2 40 77
2 40 78
1 40 79
2 40 80
2 40 81
2 40 82
2 40 83
1 40 84
1 40 85
1 40 86
2 40 87
2 40 88
1 40 89
2 40 90
2 40 91
2 40 93
2 40 94
1 40 95
1 40 96
1 40 97
1 40 98
2 40 99
2 40 100
2 40 101
1 40 102
1 40 103
2 40 104
1 40 105
1 40 106
1 40 107
1 40 108
1 40 109
1 40 110
2 40 111
2 40 112
1 40 113
2 40 114
1 40 115
1 40 116
1 40 117
1 40 118
2 40 119
1 40 120
1 41 42
1 41 43
2 41 44
1 41 45
1 41 46
1 41 47
2 41 48
2 41 49
1 41 50
2 41 51
1 41 52
2 41 53
2 41 54
2 41 55
2 41 56
2 41 57
2 41 58
2 41 59
1 41 60
2 41 61
2 41 62
1 41 63
1 41 64
1 41 65
1 41 66
1 41 67
1 41 68
2 41 69
1 41 70
2 41 71
2 41 72
1 41 73
2 41 74
2 41 75
2 41 76
2 41 77
1 41 78
1 41 79
1 41 80
1 41 81
1 41 82
1 41 84
2 41 85
1 41 86
1 41 87
2 41 88
2 41 89
1 41 90
1 41 91
2 41 92
2 41 93
1 41 94
2 41 95
1 41 96
1 41 97
1 41 98
2 41 99
1 41 100
1 41 101
1 41 102
2 41 103
1 41 104
1 41 105
1 41 106
2 41 107
1 41 108
1 41 109
2 41 110
1 41 111
1 41 112
1 41 113
2 41 114
1 41 115
1 41 116
1 41 117
1 41 118
2 41 119
2 41 120
2 42 43
2 42 44
1 42 45
2 42 46
2 42 47
2 42 48
1 42 49
1 42 50
2 42 51
2 42 52
1 42 53
1 42 54
2 42 55
1 42 56
1 42 57
1 42 58
1 42 59
2 42 60
2 42 61
1 42 62
2 42 63
2 42 64
1 42 65
2 42 66
2 42 67
1 42 68
2 42 69
2 42 70
2 42 71
1 42 72
2 42 73
2 42 74
1 42 75
2 42 76
1 42 77
1 42 79
2 42 80
2 42 81
1 42 82
2 42 83
1 42 84
2 42 85
2 42 86
1 42 87
2 42 88
1 42 90
2 42 91
1 42 92
2 42 93
2 42 94
2 42 95
1 42 96
1 42 97
1 42 98
1 42 99
1 42 100
1 42 101
2 42 102
2 42 103
2 42 104
2 42 105
2 42 106
2 42 107
2 42 108
2 42 109
2 42 110
1 42 111
1 42 112
2 42 113
1 42 114
2 42 115
1 42 116
1 42 117
2 42 118
1 42 119
1 42 120
1 43 44
2 43 45
1 43 46
2 43 47
2 43 48
2 43 49
2 43 50
2 43 52
2 43 53
1 43 54
2 43 55
2 43 56
2 43 57
2 43 58
1 43 59
1 43 60
2 43 61
1 43 62
2 43 63
2 43 64
1 43 65
2 43 66
1 43 67
2 43 68
1 43 69
1 43 70
1 43 71
2 43 72
1 43 73
2 43 74
2 43 75
2 43 76
2 43 77
2 43 78
1 43 79
2 43 80
2 43 81
1 43 82
1 43 83
2 43 84
1 43 85
2 43 86
2 43 87
2 43 88
1 43 89
1 43 90
1 43 91
1 43 92
1 43 93
2 43 94
1 43 95
2 43 96
1 43 97
2 43 98
1 43 99
2 43 100
1 43 101
1 43 102
2 43 103
1 43 104
2 43 105
1 43 106
2 43 107
2 43 108
2 43 109
2 43 110
1 43 111
2 43 112
1 43 113
2 43 114
2 43 115
2 43 116
2 43 117
2 43 118
1 43 119
1 43 120
1 44 45
2 44 46
2 44 47
2 44 48
1 44 49
2 44 50
2 44 51
2 44 52
1 44 53
1 44 54
1 44 55
1 44 56
1 44 57
2 44 58
1 44 59
2 44 60
2 44 61
2 44 63
2 44 64
2 44 65
2 44 66
2 44 67
2 44 68
2 44 69
1 44 70
1 44 71
1 44 72
2 44 73
2 44 74
2 44 75
2 44 76
1 44 77
1 44 78
2 44 79
1 44 80
1 44 81
1 44 82
2 44 83
1 44 84
1 44 85
1 44 86
1 44 87
2 44 88
1 44 89
1 44 90
2 44 91
1 44 92
1 44 93
1 44 94
1 44 95
1 44 96
2 44 97
1 44 98
2 44 99
2 44 100
1 44 101
1 44 102
2 44 103
1 44 104
1 44 105
2 44 106
1 44 107
2 44 108
2 44 109
1 44 110
1 44 111
2 44 112
2 44 113
1 44 114
1 44 115
2 44 116
1 44 117
2 44 118
2 44 119
1 44 120
2 45 46
2 45 47
1 45 48
1 45 50
1 45 51
2 45 52
1 45 53
1 45 54
2 45 55
1 45 56
1 45 57
2 45 58
2 45 59
2 45 60
1 45 61
1 45 62
1 45 63
2 45 64
1 45 65
2 45 66
2 45 67
2 45 68
2 45 69
2 45 70
1 45 71
2 45 73
2 45 74
2 45 75
2 45 76
2 45 77
2 45 78
2 45 79
1 45 80
1 45 81
1 45 82
2 45 83
2 45 84
2 45 85
2 45 86
2 45 87
2 45 88
2 45 89
1 45 90
1 45 91
2 45 92
2 45 93
2 45 94
2 45 95
2 45 96
1 45 97
1 45 98
2 45 99
1 45 100
1 45 101
2 45 102
1 45 103
2 45 104
1 45 105
2 45 106
2 45 107
1 45 108
2 45 109
2 45 110
2 45 111
2 45 112
1 45 113
2 45 114
2 45 115
2 45 116
2 45 117
2 45 118
1 45 119
1 45 120
1 46 47
1 46 48
2 46 49
1 46 50
1 46 51
1 46 52
2 46 53
1 46 54
1 46 55
1 46 56
2 46 57
2 46 58
1 46 59
1 46 60
1 46 61
1 46 62
1 46 63
2 46 64
1 46 65
2 46 66
2 46 67
2 46 68
2 46 69
1 46 70
1 46 71
2 46 72
1 46 73
2 46 74
2 46 75
2 46 76
1 46 77
1 46 78
1 46 79
1 46 80
2 46 81
1 46 82
1 46 83
2 46 84
1 46 85
1 46 86
2 46 87
2 46 88
2 46 89
2 46 90
1 46 91
1 46 92
2 46 93
1 46 94
2 46 95
1 46 96
1 46 97
1 46 98
1 46 99
2 46 100
1 46 101
2 46 102
2 46 103
1 46 104
1 46 105
2 46 106
1 46 107
1 46 108
2 46 109
1 46 110
2 46 111
2 46 112
2 46 113
2 46 114
2 46 115
2 46 116
2 46 117
1 46 118
1 46 119
1 46 120
1 47 48
2 47 49
1 47 50
1 47 51
2 47 52
2 47 53
1 47 54
2 47 56
1 47 57
1 47 58
1 47 59
1 47 60
2 47 61
2 47 62
2 47 63
1 47 64
2 47 65
1 47 66
1 47 67
1 47 68
2 47 69
1 47 70
1 47 71
2 47 72
1 47 73
1 47 74
2 47 75
2 47 76
1 47 77
2 47 78
1 47 79
2 47 80
2 47 81
2 47 82
2 47 83
1 47 84
2 47 85
1 47 86
2 47 88
1 47 89
1 47 90
2 47 91
1 47 92
2 47 93
1 47 94
1 47 95
2 47 96
1 47 97
2 47 98
1 47 99
2 47 100
1 47 101
2 47 102
2 47 103
2 47 104
2 47 105
2 47 106
1 47 107
2 47 108
1 47 109
1 47 110
2 47 111
2 47 112
2 47 113
1 47 114
1 47 115
2 47 116
1 47 117
1 47 118
2 47 119
1 47 120
1 48 49
2 48 50
2 48 51
2 48 52
1 48 53
2 48 54
2 48 55
2 48 56
1 48 57
2 48 58
2 48 59
2 48 60
2 48 61
1 48 62
2 48 63
1 48 64
1 48 65
2 48 66
1 48 67
2 48 68
1 48 69
1 48 70
2 48 71
2 48 72
2 48 73
1 48 74
1 48 75
1 48 76
1 48 77
1 48 78
2 48 80
1 48 81
1 48 82
2 48 83
2 48 84
1 48 85
1 48 86
2 48 87
2 48 88
2 48 89
1 48 90
2 48 91
1 48 92
2 48 93
2 48 94
2 48 95
2 48 96
1 48 97
2 48 98
1 48 99
1 48 100
1 48 101
2 48 102
1 48 103
2 48 104
2 48 105
2 48 106
1 48 107
2 48 108
2 48 109
2 48 110
2 48 112
1 48 113
1 48 114
2 48 115
1 48 116
2 48 117
1 48 118
1 48 119
2 48 120
1 49 50
2 49 51
1 49 52
2 49 53
1 49 54
1 49 55
1 49 56
2 49 57
1 49 58
2 49 59
1 49 60
2 49 61
1 49 62
1 49 63
1 49 64
2 49 65
2 49 66
2 49 67
2 49 68
2 49 69
2 49 70
1 49 71
2 49 72
2 49 73
1 49 74
1 49 75
1 49 76
1 49 77
1 49 78
1 49 79
1 49 80
1 49 81
1 49 82
2 49 83
1 49 84
1 49 85
2 49 86
1 49 87
